Update Date,File,Location,Field Updated,Old,New,Comments
4/7/2020,time_series_covid19_confirmed_US.csv,Viginia Island,3/29/2020,0,23,New York Times
4/7/2020,time_series_covid19_confirmed_US.csv,Viginia Island,3/30/2020,0,30,New York Times
4/7/2020,time_series_covid19_confirmed_US.csv,"DC, US",3/21/2020,0,98,New York Times
4/7/2020,time_series_covid19_confirmed_US.csv,"Miami-Dade, FL",3/19/2020,0,101,New York Times
4/7/2020,time_series_covid19_confirmed_US.csv,"Miami-Dade, FL",3/20/2020,0,124,New York Times
4/7/2020,time_series_covid19_confirmed_US.csv,"Hillsborough, NH",4/2/2020,0,163,New York Times
4/7/2020,time_series_covid19_confirmed_US.csv,"Harris, TX",3/20/2020,0,55,New York Times
4/7/2020,time_series_covid19_confirmed_US.csv,Kansas City,3/21/2020,0,13,New York Times
4/9/2020,time_series_covid19_confirmed_US.csv,"Box Elder, UT",3/20/2020,13,7,New York Times
4/9/2020,time_series_covid19_confirmed_US.csv,"Union, FL",4/4/2020,10,2,New York Times
4/9/2020,time_series_covid19_confirmed_US.csv,"Daviess, KY",3/28/2020,33,20,New York Times
4/9/2020,time_series_covid19_confirmed_US.csv,"Washington, RI",4/2/2020,46,34,New York Times
4/9/2020,time_series_covid19_confirmed_US.csv,"West Feliciana, LA",4/2/2020,20,10,New York Times
4/9/2020,time_series_covid19_confirmed_US.csv,"Davidson, TN",4/2/2020,617,785,New York Times
4/13/2020,time_series_covid19_confirmed_global.csv,Florida,4/13/2020,682619,580619,data source error
4/13/2020,time_series_covid19_confirmed_US.csv,"Okaloosa, Florida",4/13/2020,102103,103,data source error
4/14/2020,time_series_covid19_deaths_US.csv,"Unassigned, NY",4/3/2020,955,623,
4/14/2020,time_series_covid19_deaths_US.csv,"Unassigned, NY",4/4/2020,1173,427,
4/14/2020,time_series_covid19_deaths_US.csv,"Unassigned, NY",4/5/2020,1260,338,
4/16/2020,time_series_covid19_deaths_global.csv,France,4/1/2020,4032,4403,add 371 decesEhpad
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/4/2020,89953,68605,only report casConfirmes
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/5/2020,92839,70478,
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/6/2020,98010,74390,
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/7/2020,109069,78167,
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/8/2020,112950,82048,
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/9/2020,117749,86334,
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/10/2020,124869,90676,
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/11/2020,129654,93790,
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/12/2020,132591,120633,casPossiblesEhpad added
4/16/2020,time_series_covid19_confirmed_global.csv,France,4/13/2020,136779,124298,
4/16/2020,time_series_covid19_confirmed_US.csv,"Sutter, California",4/11/2020,3,2,
4/16/2020,time_series_covid19_confirmed_US.csv,"Sutter, California",4/12/2020,3,2,
4/16/2020,time_series_covid19_confirmed_US.csv,"Sutter, California",4/13/2020,3,2,
4/16/2020,time_series_covid19_confirmed_US.csv,"Sutter, California",4/14/2020,3,2,
4/16/2020,time_series_covid19_confirmed_US.csv,"Sutter, California",4/15/2020,3,2,
4/16/2020,time_series_covid19_confirmed_US.csv,"Sutter, California",4/16/2020,3,2,
4/16/2020,time_series_covid19_confirmed_global.csv,US,4/11/2020,20463,20462,
4/16/2020,time_series_covid19_confirmed_global.csv,US,4/12/2020,22020,22019,
4/16/2020,time_series_covid19_confirmed_global.csv,US,4/13/2020,23529,23528,
4/16/2020,time_series_covid19_confirmed_global.csv,US,4/14/2020,25832,25831,
4/16/2020,time_series_covid19_confirmed_global.csv,US,4/15/2020,28326,28325,
4/16/2020,time_series_covid19_confirmed_global.csv,US,4/16/2020,32917,32916,
4/18/2020,time_series_covid19_confirmed_US.csv,all Illinois counties,4/7/2020,12271,13553,"changed at county level,"
4/18/2020,time_series_covid19_deaths_US.csv,all Illinois counties,4/7/2020,308,380,aggregated state value
4/18/2020,time_series_covid19_confirmed_global.csv,US,4/7/2020,396223,397505,
4/18/2020,time_series_covid19_deaths_global.csv,US,4/7/2020,12722,12794,
4/18/2020,time_series_covid19_confirmed_US.csv,all Illinois counties,4/9/2020,15079,16422,"changed at county level,"
4/18/2020,time_series_covid19_deaths_US.csv,all Illinois counties,4/9/2020,462,528,aggregated state value
4/18/2020,time_series_covid19_confirmed_global.csv,US,4/9/2020,461437,462780,
4/18/2020,time_series_covid19_deaths_global.csv,US,4/9/2020,16478,16544,
4/19/2020,time_series_covid19_confirmed_US.csv,"Davidson, Tennessee",4/16/2020,1492,1283,
4/19/2020,time_series_covid19_confirmed_global.csv,US,4/16/2020,667801,667592,
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/1/2020,213372,213242,Navajo Nation correction
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/2/2020,243762,243622,Navajo Nation correction
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/3/2020,275586,275367,Navajo Nation correction
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/4/2020,308853,308650,Navajo Nation correction
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/5/2020,337072,336802,Navajo Nation correction
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/6/2020,366667,366317,Navajo Nation correction
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/7/2020,397505,397121,Navajo Nation correction
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/8/2020,429052,428654,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,3/31/2020,3873,3874,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/1/2020,4757,4760,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/2/2020,5926,5929,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/3/2020,7087,7090,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/4/2020,8407,8408,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/7/2020,12794,12794,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/8/2020,14695,14704,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/10/2020,18586,18595,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/11/2020,20462,20471,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/12/2020,22019,22029,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/13/2020,23528,23538,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/14/2020,25831,25843,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/15/2020,28325,28338,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/16/2020,32916,32930,Navajo Nation correction
4/22/2020,time_series_covid19_deaths_global.csv,US,4/17/2020,36773,36787,Navajo Nation correction
4/22/2020,time_series_covid19_confirmed_US.csv,"Navajo, AZ",04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20,,,remove duplicates
4/22/2020,time_series_covid19_confirmed_US.csv,"Coconino, AZ",04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20,,,remove duplicates
4/22/2020,time_series_covid19_confirmed_US.csv,"Apache, AZ",04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20,,,remove duplicates
4/22/2020,time_series_covid19_confirmed_US.csv,"San Juan, NM",04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20,,,remove duplicates
4/22/2020,time_series_covid19_confirmed_US.csv,"McKinley, NM",04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20,,,remove duplicates
4/22/2020,time_series_covid19_confirmed_US.csv,"Cibola, NM",04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20,,,remove duplicates
4/22/2020,time_series_covid19_confirmed_US.csv,"Socorro, NM",04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20,,,remove duplicates
4/22/2020,time_series_covid19_confirmed_US.csv,"San Juan, UT",04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20,,,remove duplicates
4/22/2020,time_series_covid19_deaths_US.csv,"Navajo, AZ",3/31/20;04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20;04/09/20;04/10/20;04/11/20;04/12/20;04/13/20;04/14/20;04/15/20;04/16/20;04/17/20,,,remove duplicates
4/22/2020,time_series_covid19_deaths_US.csv,"Coconino, AZ",3/31/20;04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20;04/09/20;04/10/20;04/11/20;04/12/20;04/13/20;04/14/20;04/15/20;04/16/20;04/17/20,,,remove duplicates
4/22/2020,time_series_covid19_deaths_US.csv,"Apache, AZ",3/31/20;04/01/20;04/02/20;04/03/20;04/04/20;04/05/20;04/06/20;04/07/20;04/08/20;04/09/20;04/10/20;04/11/20;04/12/20;04/13/20;04/14/20;04/15/20;04/16/20;04/17/20,,,remove duplicates
4/22/2020,time_series_covid19_deaths_US.csv,"McKinley, NM",4/4/2020,0,1,remove duplicates
4/22/2020,time_series_covid19_confirmed_US.csv,"Unassigned, WA",4/19/2020,436,159,remove spike
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/19/2020,759086,758809,remove spike
4/22/2020,time_series_covid19_confirmed_US.csv,US,4/21/2020,,,correction for US federal data
4/22/2020,time_series_covid19_deaths_US.csv,US,4/21/2020,,,correction for US federal data
4/22/2020,time_series_covid19_confirmed_global.csv,US,4/21/2020,,,correction for US federal data
4/22/2020,time_series_covid19_deaths_global.csv,US,4/21/2020,,,correction for US federal data
4/23/2020,time_series_covid19_confirmed_US.csv,"Benton, WA",4/21/2020,423,326,"remove 97 probable cases,"
4/23/2020,time_series_covid19_confirmed_US.csv,"Benton, WA",4/22/2020,0,338,consistent with state report
4/23/2020,time_series_covid19_confirmed_US.csv,"Franklin, WA",4/21/2020,266,192,"remove 74 probable cases,"
4/23/2020,time_series_covid19_confirmed_US.csv,"Franklin, WA",4/22/2020,0,207,consistent with state report
4/23/2020,time_series_covid19_deaths_US.csv,"Benton, WA",4/22/2020,0,35,"adjust for Benton and Franklin, WA"
4/23/2020,time_series_covid19_deaths_US.csv,"Franklin, WA",4/22/2020,0,4,"adjust for Benton and Franklin, WA"
4/23/2020,time_series_covid19_confirmed_global.csv,US,4/21/2020,812036,811865,"adjust for Benton and Franklin, WA"
4/23/2020,time_series_covid19_confirmed_global.csv,US,4/22/2020,839675,840351,"adjust for Benton and Franklin, WA"
4/23/2020,time_series_covid19_deaths_global.csv,US,4/22/2020,46583,46622,"adjust for Benton and Franklin, WA"
4/24/2020,time_series_covid19_deaths_us.csv,"New York City, NY", 03/12/20-04/24/20,,,Adjust to back-distribute probable deaths
4/24/2020,time_series_covid19_confirmed_us.csv,"New York City, NY",04/18/20;04/19/20;04/20/20;04/21/20;04/22/20,,,Adjust to remove probable deaths from case count
4/25/2020,time_series_covid19_confirmed_global.csv,Ukraine,4/24/2020,8125,7647,adjust 5 min ahead
4/26/2020,time_series_covid19_recovered_global.csv,Australian Capital Territory - Australia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20,,,Replace recovered cases
4/26/2020,time_series_covid19_recovered_global.csv,New South Wales - Australia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20,,,Replace recovered cases
4/26/2020,time_series_covid19_recovered_global.csv,Australian Capital Territory - Australia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20,,,Replace recovered cases
4/26/2020,time_series_covid19_recovered_global.csv,Northern Territory - Australia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20;04/26/20,,,Replace recovered cases
4/26/2020,time_series_covid19_recovered_global.csv,South Australia - Australia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20;04/26/20,,,Replace recovered cases
4/26/2020,time_series_covid19_recovered_global.csv,Tasmania - Australia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20;04/26/20,,,Replace recovered cases
4/26/2020,time_series_covid19_recovered_global.csv,Victoria - Australia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20,,,Replace recovered cases
4/26/2020,time_series_covid19_recovered_global.csv,Western Australia - Australia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20,,,Replace recovered cases
4/27/2020,time_series_covid19_confirmed_global.csv,Mexico,03/13/20;04/22/20,,,Remove duplicate entry on 13/3/20; add 10544 cases on 22/4; adjust 11632 to 12872
4/27/2020,times_series_covid19_deaths_global.csv,Mexico,03/20/20;04/22/20,,,Remove duplicate entry on 3/20/20; add 970 deaths on 22/4; adjust 1069 to 1221
4/28/2020,time_series_covid19_deaths_global.csv,US,All,,,Adjust deaths to reflect changes from 4/24 adjustment of NYC probable deaths
4/30/2020,time_series_covid19_deaths_global.csv,United Kingdom,All columns,,,Adjusted all deaths to match newly released data from the United Kingdom identifying deaths in care homes
4/30/2020,time_series_covid19_cases_global.csv,Spain,04/24/20;04/25/20;04/26/20;04/27/20;04/28/20;04/29/20,,,Cases adjusted to match official case count
4/30/2020,time_series_covid19_recovered_global.csv,Spain,04/26/20;04/27/20;04/28/20;04/29/20,,,Recovered adjusted to match official count
5/1/2020,time_series_covid19_cases_global.csv,Kosovo,04/19/20;04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20;04/26/20;04/27/20;04/28/20;04/29/20,,,Cases updated due to stale data source. Prior were stuck at 510.
5/1/2020,time_series_covid19_deaths_global.csv,Kosovo,04/19/20;04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20;04/26/20;04/27/20;04/28/20;04/29/20,,,Cases updated due to stale data source. Prior were stuck at 12.
5/1/2020,time_series_covid19_recovered_global.csv,Kosovo,04/19/20;04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20;04/26/20;04/27/20;04/28/20;04/29/20,,,Cases updated due to stale data source. Prior were stuck at 93.
5/1/2020,time_series_covid19_cases_global.csv,Serbia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20;04/26/20;04/27/20;04/28/20;04/29/20,,,Cases updated due to stale data source. Prior were stuck at 6630.
5/1/2020,time_series_covid19_deaths_global.csv,Serbia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20;04/26/20;04/27/20;04/28/20;04/29/20,,,Cases updated due to stale data source. Prior were stuck at 125.
5/1/2020,time_series_covid19_recovered_global.csv,Serbia,04/20/20;04/21/20;04/22/20;04/23/20;04/24/20;04/25/20;04/26/20;04/27/20;04/28/20;04/29/20,,,Cases updated due to stale data source. Prior were stuck at 870.
5/2/2020,time_series_covid19_deaths_global.csv,France,4/14-5/01,,,"Deaths updated to remove double counts of deaths in DROM. Logic = France,  France entry for date - sum(deaths in DROM for date)"
5/2/2020,time_series_covid19_recovered_global.csv,France,4/14-5/01,,,"Recovered updated to remove double counts of recoveries in DROM. Logic = France,  France entry for date - sum(recoveries in DROM for date)"
5/6/2020,time_series_covid19_deaths_us.csv,"84029113, Lincoln, Missouri",4/27/2020,41,1,correction
5/6/2020,times_series_covid19_deaths_global.csv,US,4/27/2020,56259,56219,
5/7/2020,time_series_covid19_confirmed_global.csv,Bolivia,4/28/2020,1014,1053,Shift datat 3-4 hours later to remove the spikes
5/7/2020,time_series_covid19_confirmed_global.csv,Bolivia,4/30/2020,1110,1167,Shift datat 3-4 hours later to remove the spikes
5/7/2020,time_series_covid19_confirmed_global.csv,Bolivia,5/2/2020,1229,1470,Shift datat 3-4 hours later to remove the spikes
5/7/2020,time_series_covid19_deaths_global.csv,Bolivia,4/28/2020,53,55,Shift datat 3-4 hours later to remove the spikes
5/7/2020,time_series_covid19_deaths_global.csv,Bolivia,4/30/2020,59,62,Shift datat 3-4 hours later to remove the spikes
5/7/2020,time_series_covid19_deaths_global.csv,Bolivia,5/2/2020,66,71,Shift datat 3-4 hours later to remove the spikes
5/7/2020,time_series_covid19_recovered_global.csv,Bolivia,4/28/2020,98,110,Shift datat 3-4 hours later to remove the spikes
5/7/2020,time_series_covid19_recovered_global.csv,Bolivia,4/30/2020,117,132,Shift datat 3-4 hours later to remove the spikes
5/7/2020,time_series_covid19_recovered_global.csv,Bolivia,5/2/2020,134,159,Shift datat 3-4 hours later to remove the spikes
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/12/2020,290,271,Update historical numbers to match the official report
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/13/2020,308,273,without cases from occupied Jerusalem or East Jerusalem
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/14/2020,308,284,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/15/2020,374,291,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/16/2020,374,294,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/17/2020,402,307,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/18/2020,418,313,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/19/2020,437,319,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/20/2020,449,329,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/21/2020,466,329,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/22/2020,474,335,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/23/2020,480,336,
5/7/2020,time_series_covid19_confirmed_global.csv,West Bank and Gaza,4/24/2020,484,340,
5/7/2020,time_series_covid19_deaths_global.csv,West Bank and Gaza,4/19/2020,3,2,
5/7/2020,time_series_covid19_deaths_global.csv,West Bank and Gaza,4/20/2020,3,2,
5/7/2020,time_series_covid19_deaths_global.csv,West Bank and Gaza,4/21/2020,4,2,
5/7/2020,time_series_covid19_deaths_global.csv,West Bank and Gaza,4/22/2020,4,2,
5/7/2020,time_series_covid19_deaths_global.csv,West Bank and Gaza,4/23/2020,4,2,
5/7/2020,time_series_covid19_deaths_global.csv,West Bank and Gaza,4/24/2020,4,2,
5/7/2020,time_series_covid19_recovered_global.csv,West Bank and Gaza,4/23/2020,92,74,
5/7/2020,time_series_covid19_recovered_global.csv,West Bank and Gaza,4/24/2020,92,81,
5/7/2020,time_series_covid19_recovered_global.csv,West Bank and Gaza,4/25/2020,92,83,
5/7/2020,time_series_covid19_confirmed_US.csv,"Box Elder and Bear River, Utah",before 4/19,,,"transfer data from Box Elder to Bear River, Utah"
5/7/2020,time_series_covid19_confirmed_US.csv,"Weber and Weber-Morgan, Utah",before 4/19,,,"transfer data from Weber to Weber-Morgan, Utah"
5/7/2020,time_series_covid19_deaths_US.csv,"Weber and Weber-Morgan, Utah",before 4/19,,,"transfer data from Weber to Weber-Morgan, Utah"
5/9/2020,time_series_covid19_confirmed_US.csv,"Virginia, US",5/6/2020,20257,20985,All counties data updated
5/9/2020,time_series_covid19_deaths_US.csv,"Virginia, US",5/6/2020,713,737,according to https://www.vdh.virginia.gov/coronavirus/
5/9/2020,time_series_covid19_confirmed_global.csv,US,5/6/2020,1228603,1229331,
5/9/2020,time_series_covid19_deaths_global.csv,US,5/6/2020,73431,73455,
5/10/2020,time_series_covid19_recovered_global.csv,Uruguay,04/01/20-04/22/20,,,Recovered adjusted to match national statistics
5/10/2020,time_series_covid19_deaths_global.csv,Uruguay,03/28/20;4/5/20;4/15/20;4/21/20,0;5;8;11,1;6;9;12,Adjusted to match national statistics
5/10/2020,time_series_covid19_confirmed_global.csv,Uruguay,03/13/20-04/23/20,,,Confirmed adjusted to match national statistics
5/11/2020,time_series_covid19_confirmed_global.csv,Spain,5/1/2020,213435,215216,
5/20/2020,time_series_covid19_confirmed_US.csv,Colorado,03/05/20-04/20/20,,,update all counties with the last cases.csv for each day
5/20/2020,time_series_covid19_deaths_US.csv,Colorado,03/12/20-04/20/20,,,update all counties with the last cases.csv for each day
5/20/2020,time_series_covid19_confirmed_global.csv,US,03/05/20-04/20/20,,,correction made due to CO data update
5/20/2020,time_series_covid19_deaths_global.csv,US,03/12/20-04/20/20,,,correction made due to CO data update
5/21/2020,time_series_covid19_confirmed_global.csv,Italy,3/12/2020,12462,15113,remove spike
5/21/2020,time_series_covid19_deaths_global.csv,Italy,3/12/2020,827,1016,remove spike
5/27/2020,time_series_covid19_recovered_global.csv,Netherlands,all,,,all recovered data removed
5/27/2020,time_series_covid19_confirmed_global.csv,France,05/22/20;05/23/20,179306;179306,179645;179964,stale data over weekend
5/27/2020,time_series_covid19_deaths_global.csv,France,05/22/20;05/23/20,28167;28167,28241;28284,stale data over weekend
5/27/2020,time_series_covid19_recovered_global.csv,France,5/22/20;05/23/20,62216;62216,62557;62893,stale data over weekend
5/28/2020,time_series_covid19_deaths_US.csv,"Siskiyou County, CA",5/22/20;05/23/20;05/24/20;05/25/20;05/26/20;05/27/20,1,0,miscount
5/28/2020,time_series_covid19_deaths_global.csv,,5/22/20;05/23/20;05/24/20;05/25/20;05/26/20;05/27/20,,-1,"correction for Siskiyou, CA"
6/1/2020,time_series_covid19_confirmed_global.csv,Peru,4/28/2020,141779,148285,Stale overnight update
6/1/2020,time_series_covid19_deaths_global.csv,Peru,4/28/2020,4099,4230,Stale overnight update
6/2/2020,time_series_covid19_confirmed_global.csv,US,6/1/2020,1811360,1811020,Correction for Unassigned Oklahoma
6/2/2020,time_series_covid19_deaths_global.csv,US,6/1/2020,105165,105149,Correction for Unassigned Oklahoma
6/2/2020,time_series_covid19_confirmed_US.csv,US,6/1/2020,383,43,Correction for Unassigned Oklahoma
6/2/2020,time_series_covid19_deaths_US.csv,US,6/1/2020,16,0,Correction for Unassigned Oklahoma
6/4/2020,time_series_covid19_confirmed_global.csv,France,6/3/2020,110906,188836,probable case update
6/5/2020,time_series_covid19_recovered_global.csv,Chile,06/02/20;06/03/20;06/04/20,,,updated recovered case counts in line with new reporting
6/5/2020,time_series_covid19_recovered_global.csv,Sweden,01/22/20-06/04/20,,,updated recovered case counts in line with data modification record
6/6/2020,time_series_covid19_confirmed_US.csv,US,6/5/2020,,,Type change for daily data from float to int
6/6/2020,time_series_covid19_deaths_US.csv,US,6/5/2020,,,Type change for daily data from float to int
6/6/2020,time_series_covid19_recovered_global.csv,Brazil,6/5/2020,0,266940,update per returned data
6/6/2020,time_series_covid19_deaths_global.csv,Brazil,6/5/2020,34021,35026,update per returned data
6/6/2020,time_series_covid19_confirmed_global.csv,Brazil,6/5/2020,614941,645771,update per returned data
6/8/2020,time_series_covid19_deaths_US.csv,"Northern Mariana Islands, US",6/3/2020,16,14,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_deaths_US.csv,"Northern Mariana Islands, US",6/4/2020,16,14,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_deaths_US.csv,"Northern Mariana Islands, US",6/5/2020,16,14,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_deaths_US.csv,"Northern Mariana Islands, US",6/6/2020,17,15,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_deaths_US.csv,"Northern Mariana Islands, US",6/7/2020,19,17,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_deaths_global.csv,US,6/3/2020,107175,107161,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_deaths_global.csv,US,6/4/2020,108211,108197,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_deaths_global.csv,US,6/5/2020,109132,109118,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_deaths_global.csv,US,6/6/2020,109802,109787,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_deaths_global.csv,US,6/7/2020,110514,110497,"Correction for Northern Mariana Islands, US"
6/8/2020,time_series_covid19_confirmed_US.csv,Virginia,6/7/2020,,,Updated all Virginia counties for 6/7
6/8/2020,time_series_covid19_deaths_US.csv,Virginia,6/7/2020,,,Updated all Virginia counties for 6/7
6/8/2020,time_series_covid19_confirmed_global.csv,US,6/7/2020,1942363,1943647,Updated for Virginia on 6/7
6/8/2020,time_series_covid19_deaths_global.csv,US,6/7/2020,110497,110508,Updated for Virginia for 6/7
6/10/2020,time_series_covid19_confirmed_US.csv,Michigan,06/05/20;06/06/20;06/07/20;06/08/20;06/09/20,,,Updated all Michigan counties
6/10/2020,time_series_covid19_deaths_US.csv,Michigan,06/05/20;06/06/20;06/07/20;06/08/20;06/09/20,,,Updated all Michigan counties
6/10/2020,time_series_covid19_confirmed_global.csv,US,06/05/20;06/06/20;06/07/20;06/08/20;06/09/20,,,Updated for Michigan
6/10/2020,time_series_covid19_deaths_global.csv,US,06/05/20;06/06/20;06/07/20;06/08/20;06/09/20,,,Updated for Michigan 
6/10/2020,time_series_covid19_deaths_global.csv,Peru,6/9/2020,203736,5738,Correction for deaths in Peru
6/10/2020,time_series_covid19_deaths_US.csv,Michigan,6/9/2020,111694,111989,Fixed MI
6/10/2020,time_series_covid19_confirmed_global.csv,Pakistan,6/7/2020,,103671,Added data for date
6/10/2020,time_series_covid19_deaths_global.csv,Pakistan,6/7/2020,,2067,Added data for date
6/10/2020,time_series_covid19_recovered_global.csv,Pakistan,6/7/2020,,34355,Added data for date
6/11/2020,time_series_covid19_confirmed_global.csv,US,6/9/2020,1973230,1979489,Resolved discrepancy 
6/11/2020,time_series_covid19_deaths_global.csv,US,6/9/2020,111989,111994,Resolved discrepancy
6/12/2020,time_series_covid19_confirmed_global.csv,India,6/10/2020,276583,286605,Replace with the data at the end of the day
6/12/2020,time_series_covid19_deaths_global.csv,India,6/10/2020,7745,8498,Replace with the data at the end of the day
6/12/2020,time_series_covid19_confirmed_global.csv,Pakistan,6/10/2020,113702,119536,timing issue
6/12/2020,time_series_covid19_deaths_global.csv,Pakistan,6/10/2020,2255,2356,timing issue
6/12/2020,time_series_covid19_confirmed_US.csv,St. Louis County,03/09/20-06/11/2020,,,Change data source
6/12/2020,time_series_covid19_deaths_US.csv,St. Louis County,03/20/20-06/11/2020,,,Change data source
6/12/2020,time_series_covid19_confirmed_US.csv,St. Louis City,03/16/20-06/11/2020,,,Change data source
6/12/2020,time_series_covid19_deaths_US.csv,St. Louis City,03/20/20-06/11/2020,,,Change data source
6/12/2020,time_series_covid19_confirmed_US.csv,Massachusetts,4/15/20;04/17/20-06/11/2020,,,Change data source
6/12/2020,time_series_covid19_confirmed_global.csv,US,all days,,,county sum = country total
6/12/2020,time_series_covid19_deaths_global.csv,US,all days,,,county sum = country total
6/13/2020,time_series_covid19_confirmed_US.csv,Michigan,03/12/20-06/10/20,,,Revision for Michigan historical probables
6/13/2020,time_series_covid19_deaths_US.csv,Michigan,03/12/20-06/10/20,,,Revision for Michigan historical probables
6/13/2020,time_series_covid19_confirmed_global.csv,US,03/12/20-06/10/20,,,Revision for Michigan historical probables
6/13/2020,time_series_covid19_deaths_global.csv,US,03/12/20-06/10/20,,,Revision for Michigan historical probables
6/15/2020,time_series_covid19_confirmed_global.csv,India,06/11/20;06/12/20;06/13/20;06/14/20,,,Remove time lag from data
6/15/2020,time_series_covid19_deaths_global.csv,India,06/10/20;06/11/20;06/12/20;06/13/20;06/14/20,,,Remove time lag from data
